timestamp_us,relative_time_ms,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_magnitude,gyro_magnitude
442359.453,0.12698499999998603,156.0,-987.0,-175.0,420.0,-770.0,-560.0,1014.4604477257849,1040.6248123122955
442359.453,0.12698499999998603,157.0,-987.0,-175.0,420.0,-770.0,-560.0,1014.6147051960168,1040.6248123122955
442359.453,0.12698499999998603,156.0,-986.0,-174.0,490.0,-770.0,-630.0,1013.3153507176332,1109.00856624284
442359.453,0.12698499999998603,156.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.4875430906884,1079.907403437906
442359.453,0.12698499999998603,156.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.4875430906884,1079.907403437906
442359.453,0.12698499999998603,156.0,-987.0,-175.0,350.0,-770.0,-560.0,1014.4604477257849,1014.3963722332606
442359.453,0.12698499999998603,156.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.4875430906884,989.9494936611666
442359.64,0.1271720000000205,157.0,-986.0,-175.0,350.0,-700.0,-630.0,1013.6419486189391,1004.6890066085126
442359.64,0.1271720000000205,157.0,-987.0,-175.0,420.0,-770.0,-560.0,1014.6147051960168,1040.6248123122955
442359.64,0.1271720000000205,157.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.6419486189391,1079.907403437906
442359.64,0.1271720000000205,157.0,-986.0,-175.0,490.0,-770.0,-560.0,1013.6419486189391,1070.7940978544848
442359.64,0.1271720000000205,156.0,-985.0,-174.0,420.0,-840.0,-560.0,1012.3423334030836,1093.4349546269316
442359.64,0.1271720000000205,156.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.4875430906884,1079.907403437906
442359.64,0.1271720000000205,156.0,-985.0,-175.0,490.0,-770.0,-560.0,1012.5146912514406,1070.7940978544848
442359.64,0.1271720000000205,156.0,-986.0,-176.0,350.0,-840.0,-630.0,1013.660692736973,1106.7971810589327
442359.64,0.1271720000000205,157.0,-987.0,-175.0,420.0,-840.0,-560.0,1014.6147051960168,1093.4349546269316
442359.64,0.1271720000000205,156.0,-985.0,-174.0,420.0,-770.0,-630.0,1012.3423334030836,1079.907403437906
442359.64,0.1271720000000205,157.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.6419486189391,1040.6248123122955
442359.64,0.1271720000000205,157.0,-986.0,-175.0,490.0,-770.0,-560.0,1013.6419486189391,1070.7940978544848
442359.64,0.1271720000000205,156.0,-986.0,-175.0,490.0,-700.0,-560.0,1013.4875430906884,1021.6163663528497
442359.64,0.1271720000000205,157.0,-986.0,-174.0,420.0,-700.0,-630.0,1013.4697824799712,1031.1643903859365
442359.64,0.1271720000000205,156.0,-986.0,-175.0,350.0,-840.0,-560.0,1013.4875430906884,1068.5036265731624
442359.64,0.1271720000000205,156.0,-986.0,-174.0,490.0,-840.0,-560.0,1013.3153507176332,1122.1853679316978
442359.64,0.1271720000000205,156.0,-986.0,-176.0,420.0,-700.0,-630.0,1013.660692736973,1031.1643903859365
442359.64,0.1271720000000205,156.0,-986.0,-174.0,420.0,-770.0,-630.0,1013.3153507176332,1079.907403437906
442359.64,0.1271720000000205,156.0,-987.0,-175.0,420.0,-840.0,-560.0,1014.4604477257849,1093.4349546269316
442359.64,0.1271720000000205,157.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.6147051960168,1031.1643903859365
442359.828,0.12735999999998604,157.0,-986.0,-175.0,420.0,-840.0,-630.0,1013.6419486189391,1130.884609498246
442359.828,0.12735999999998604,156.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.4875430906884,1093.4349546269316
442359.828,0.12735999999998604,155.0,-987.0,-176.0,350.0,-770.0,-560.0,1014.4801624477435,1014.3963722332606
442359.828,0.12735999999998604,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442359.828,0.12735999999998604,156.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.4604477257849,1031.1643903859365
442359.828,0.12735999999998604,157.0,-986.0,-175.0,420.0,-700.0,-630.0,1013.6419486189391,1031.1643903859365
442359.828,0.12735999999998604,157.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.6419486189391,1093.4349546269316
442359.828,0.12735999999998604,157.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.6419486189391,1079.907403437906
442359.828,0.12735999999998604,156.0,-986.0,-175.0,420.0,-840.0,-490.0,1013.4875430906884,1059.292216529509
442359.828,0.12735999999998604,156.0,-987.0,-175.0,490.0,-770.0,-560.0,1014.4604477257849,1070.7940978544848
442359.828,0.12735999999998604,156.0,-987.0,-174.0,420.0,-700.0,-630.0,1014.2884205195286,1031.1643903859365
442359.828,0.12735999999998604,157.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.6147051960168,1031.1643903859365
442359.828,0.12735999999998604,156.0,-987.0,-176.0,420.0,-770.0,-560.0,1014.6334313435567,1040.6248123122955
442359.828,0.12735999999998604,157.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.6419486189391,1040.6248123122955
442359.828,0.12735999999998604,157.0,-986.0,-175.0,350.0,-770.0,-630.0,1013.6419486189391,1054.6563421323553
442359.828,0.12735999999998604,156.0,-986.0,-175.0,350.0,-770.0,-630.0,1013.4875430906884,1054.6563421323553
442359.828,0.12735999999998604,156.0,-986.0,-176.0,350.0,-770.0,-560.0,1013.660692736973,1014.3963722332606
